"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor.nlogo"
"Number-of-Links"
"09/28/2025 22:48:19:783 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","number-of-links","profit-multiplier","risk-multiplier","vision-mode","objective","[step]","mean [wealth] of turtles","standard-deviation [wealth] of turtles"
"13","1","1","1","links","Optimize","40","351299.3004178243","281716.4684843359"
"1","0","1","1","links","Optimize","19","139138.97642681008","107169.37214075228"
"7","6","1","1","links","Optimize","11","149891.74648969268","83751.02651664853"
"12","0","1","1","links","Optimize","33","202223.8332251667","163837.65793048465"
"6","5","1","1","links","Optimize","14","163335.75610033626","86056.70751353908"
"15","3","1","1","links","Optimize","15","152382.576792068","81194.317716753"
"14","2","1","1","links","Optimize","31","249023.91808131427","147217.16533278715"
"17","5","1","1","links","Optimize","1","16217.008015257881","7788.492230150576"
"13","1","1","1","links","Optimize","41","367031.48162907304","279499.281115966"
"8","7","1","1","links","Optimize","34","326200.5041083095","236953.43951721882"
"3","2","1","1","links","Optimize","17","166627.45020613656","125798.64652371815"
"12","0","1","1","links","Optimize","34","211395.5935770325","165655.43283271653"
"4","3","1","1","links","Optimize","13","136127.0168018753","84868.89553053612"
"5","4","1","1","links","Optimize","13","136550.7549052819","87669.65912745705"
"10","9","1","1","links","Optimize","13","126597.89085955374","71704.79965255018"
"16","4","1","1","links","Optimize","1","12257.174180245136","4310.406162387264"
"1","0","1","1","links","Optimize","20","140038.2588050889","111352.43040329861"
"14","2","1","1","links","Optimize","32","260440.49261449522","149523.05131556615"
"2","1","1","1","links","Optimize","17","159224.57661664757","107589.06869987928"
"3","2","1","1","links","Optimize","18","170289.67249402512","136813.5476194523"
"13","1","1","1","links","Optimize","42","382368.52447038935","277550.4320090014"
"6","5","1","1","links","Optimize","15","177242.6401590032","84853.73198697"
"12","0","1","1","links","Optimize","35","205931.71887069533","178123.57136727747"
"15","3","1","1","links","Optimize","16","165286.46376388337","79884.27245335482"
"8","7","1","1","links","Optimize","35","339224.0190564946","238773.60956912366"
"17","5","1","1","links","Optimize","2","32975.2124235099","14606.208150960441"
"14","2","1","1","links","Optimize","33","260327.9384317801","160751.63576103284"
"16","4","1","1","links","Optimize","2","22277.176265862665","11116.802621860386"
"7","6","1","1","links","Optimize","12","158557.971007003","90877.07021167837"
"13","1","1","1","links","Optimize","43","373010.42847416917","282914.081335949"
"3","2","1","1","links","Optimize","19","185102.94191307097","139646.66318976684"
"10","9","1","1","links","Optimize","14","132648.78223032074","75395.92294466378"
"12","0","1","1","links","Optimize","36","215181.7318759224","180114.99310055826"
"6","5","1","1","links","Optimize","16","174836.34301177386","98150.24507323257"
"8","7","1","1","links","Optimize","36","339890.49213069375","250969.2009794847"
"14","2","1","1","links","Optimize","34","271058.33230757696","159984.21052661873"
"1","0","1","1","links","Optimize","21","151640.0246608875","111553.91130067072"
"17","5","1","1","links","Optimize","3","47961.15500611314","23823.229478336132"
"16","4","1","1","links","Optimize","3","35034.37050315115","13806.464526898268"
"13","1","1","1","links","Optimize","44","388347.4713154856","281163.7451658737"
"15","3","1","1","links","Optimize","17","174043.81455398333","85209.97962284261"
"3","2","1","1","links","Optimize","20","190614.9179908712","149438.79583137084"
"12","0","1","1","links","Optimize","37","224149.36363973093","182223.2137718043"
"6","5","1","1","links","Optimize","17","181500.59783702472","106742.82522431618"
"14","2","1","1","links","Optimize","35","280473.5667471822","160947.58907651715"
"10","9","1","1","links","Optimize","15","145154.81439750327","73833.07780116686"
"5","4","1","1","links","Optimize","14","149465.22808667965","90872.63378856503"
"8","7","1","1","links","Optimize","37","343353.9124771272","261480.86555205195"
"16","4","1","1","links","Optimize","4","44984.142891283234","18650.459615803244"
"15","3","1","1","links","Optimize","18","180280.63137655996","92915.94779246351"
"7","6","1","1","links","Optimize","13","161046.5326567331","105503.51378121584"
"3","2","1","1","links","Optimize","21","204624.8834905558","152059.41900959678"
"17","5","1","1","links","Optimize","4","63785.212246455725","31813.71974378859"
"13","1","1","1","links","Optimize","45","403684.51415680215","279665.86570909503"
"2","1","1","1","links","Optimize","18","160134.0205888454","116968.19109885165"
"12","0","1","1","links","Optimize","38","232999.1344739784","184560.47774380373"
"6","5","1","1","links","Optimize","18","195407.4818956917","106019.34124441729"
"14","2","1","1","links","Optimize","36","283481.9422422567","169748.06460513262"
"4","3","1","1","links","Optimize","14","147561.6519077429","89315.64153173998"
"8","7","1","1","links","Optimize","38","316373.8016264104","237197.09156737116"
"15","3","1","1","links","Optimize","19","185645.18052831522","100944.77509769877"
"16","4","1","1","links","Optimize","5","57039.48166628261","22498.85867228854"
"10","9","1","1","links","Optimize","16","151514.56603281645","79210.59665823614"
"13","1","1","1","links","Optimize","46","419021.5569981188","278424.5175258739"
"3","2","1","1","links","Optimize","22","219114.40489101846","154589.17607417575"
"17","5","1","1","links","Optimize","5","69874.67621543116","48736.62264010648"
"1","0","1","1","links","Optimize","22","153918.62436842735","118866.27490406107"
"7","6","1","1","links","Optimize","14","161854.44206025603","118134.22885626998"
"12","0","1","1","links","Optimize","39","219276.7189040458","197971.18239358158"
"14","2","1","1","links","Optimize","37","281323.1218638666","179525.21638485283"
"6","5","1","1","links","Optimize","19","208255.66616104264","104579.2040365767"
"8","7","1","1","links","Optimize","39","328958.0562284029","235087.73798953262"
"13","1","1","1","links","Optimize","47","434358.5998394352","277443.1439877268"
"16","4","1","1","links","Optimize","6","69796.67590357109","24710.12444715758"
"5","4","1","1","links","Optimize","15","157734.77376758124","99607.04190384044"
"3","2","1","1","links","Optimize","23","214909.4974524565","167822.76604762312"
"10","9","1","1","links","Optimize","17","155088.28782088417","83314.52039133436"
"12","0","1","1","links","Optimize","40","203812.63506523316","203413.26015369236"
"7","6","1","1","links","Optimize","15","164125.3064503706","130372.5021808857"
"15","3","1","1","links","Optimize","20","181318.9554715773","115177.32239432736"
"17","5","1","1","links","Optimize","6","86125.06371556091","54194.7108967217"
"8","7","1","1","links","Optimize","40","341542.31083039567","233301.69545161058"
"14","2","1","1","links","Optimize","38","291504.3632631425","178548.7525775234"
"16","4","1","1","links","Optimize","7","77142.55734932759","29609.449463260862"
"3","2","1","1","links","Optimize","24","229399.01885291925","170615.75165052616"
"13","1","1","1","links","Optimize","48","449695.64268075186","276724.5110243294"
"12","0","1","1","links","Optimize","41","212436.40235147058","205998.01722511445"
"6","5","1","1","links","Optimize","20","217573.8937301012","109559.30474177012"
"10","9","1","1","links","Optimize","18","159046.94106268958","85823.70533876975"
"2","1","1","1","links","Optimize","19","173762.36396355383","119301.2963345734"
"15","3","1","1","links","Optimize","21","193386.450782816","115597.16924672964"
"14","2","1","1","links","Optimize","39","259241.9495949319","172049.56519766766"
"4","3","1","1","links","Optimize","15","151770.62822500957","96902.06483283784"
"12","0","1","1","links","Optimize","42","210708.89830554527","212597.28768611542"
"13","1","1","1","links","Optimize","49","425951.0682054477","301989.5754905931"
"8","7","1","1","links","Optimize","41","342985.2024007721","245388.378232979"
"1","0","1","1","links","Optimize","23","150362.0010881669","125301.18108126418"
"7","6","1","1","links","Optimize","16","172356.6292555767","136792.4913725549"
"3","2","1","1","links","Optimize","25","226999.2520318948","186128.40071438995"
"16","4","1","1","links","Optimize","8","89849.73719034519","31955.942555787664"
"6","5","1","1","links","Optimize","21","224420.71321748992","118961.06203825743"
"17","5","1","1","links","Optimize","7","77493.58154390367","60479.38251009707"
"15","3","1","1","links","Optimize","22","205453.94609405464","116471.55756043734"
"14","2","1","1","links","Optimize","40","269141.2704245547","170210.4477442563"
"10","9","1","1","links","Optimize","19","172045.180425027","83056.44128623013"
"13","1","1","1","links","Optimize","50","430784.890631748","310887.20466960967"
"12","0","1","1","links","Optimize","43","211081.09100774373","219002.13090912698"
"8","7","1","1","links","Optimize","42","355569.45700276474","244020.33192218022"
"16","4","1","1","links","Optimize","9","94918.71639057121","44652.66032323151"
"5","4","1","1","links","Optimize","16","169054.92713745768","106108.33126984605"
"3","2","1","1","links","Optimize","26","238389.92094522147","190932.7754989616"
"7","6","1","1","links","Optimize","17","187486.27843472763","137742.18274438914"
"15","3","1","1","links","Optimize","23","215151.34539927996","119033.41351880676"
"14","2","1","1","links","Optimize","41","272936.9737490749","176389.81604092097"
"12","0","1","1","links","Optimize","44","220234.65917352305","220928.71700670643"
"10","9","1","1","links","Optimize","20","185043.4197873645","80684.70699087602"
"17","5","1","1","links","Optimize","8","88636.94054792952","66731.04893566489"
"16","4","1","1","links","Optimize","10","103615.59687322858","51865.72508216903"
"2","1","1","1","links","Optimize","20","187417.94565709878","121883.16864333116"
"8","7","1","1","links","Optimize","43","353202.28956225864","253868.55134684572"
"6","5","1","1","links","Optimize","22","230188.23908573997","126953.7750783527"
"3","2","1","1","links","Optimize","27","218666.24312155068","196427.86459861402"
"7","6","1","1","links","Optimize","18","182859.25320894035","148748.49229913877"
"1","0","1","1","links","Optimize","24","152052.7120514187","132194.0746516589"
"15","3","1","1","links","Optimize","24","225937.17770445987","118116.12399099799"
"16","4","1","1","links","Optimize","11","115949.02559418738","54660.267486124234"
"12","0","1","1","links","Optimize","45","194308.00269417078","183403.4514390767"
"14","2","1","1","links","Optimize","42","280789.0204983507","177938.58631985282"
"8","7","1","1","links","Optimize","44","341931.7750557255","271654.5876675032"
"10","9","1","1","links","Optimize","21","188616.58481538546","88209.94673901165"
"17","5","1","1","links","Optimize","9","96210.8089814735","72099.89897139718"
"16","4","1","1","links","Optimize","12","116461.17439889324","66846.33920820932"
"3","2","1","1","links","Optimize","28","232220.10387767607","199780.8988510727"
"6","5","1","1","links","Optimize","23","242249.68352919075","127682.20235031538"
"7","6","1","1","links","Optimize","19","197635.11284553484","151133.86273515617"
"12","0","1","1","links","Optimize","46","203321.03732083974","184070.40762150811"
"18","6","1","1","links","Optimize","0","0","0"
"1","0","1","1","links","Optimize","25","149405.7761554078","134370.13822853245"
"14","2","1","1","links","Optimize","43","291293.32494713773","175815.3949060092"
"15","3","1","1","links","Optimize","25","233274.17599795613","123046.26743741328"
"16","4","1","1","links","Optimize","13","121216.48078866235","72300.70812404627"
"4","3","1","1","links","Optimize","16","162470.40623504718","101502.57674864292"
"17","5","1","1","links","Optimize","10","101182.96279087798","73473.55260806004"
"8","7","1","1","links","Optimize","45","355346.9614191245","271433.04077153245"
"6","5","1","1","links","Optimize","24","254311.1279726416","128755.58616791351"
"12","0","1","1","links","Optimize","47","203734.6471062063","189839.62691674233"
"10","9","1","1","links","Optimize","22","193319.19900678337","98079.04694475984"
"7","6","1","1","links","Optimize","20","211529.91450174703","155199.02997148383"
"5","4","1","1","links","Optimize","17","181670.27756894525","111029.92855747687"
"14","2","1","1","links","Optimize","44","287936.34077936574","183710.64831335164"
"3","2","1","1","links","Optimize","29","235747.11179860137","209667.06448549102"
"16","4","1","1","links","Optimize","14","104148.34950572439","81543.69617369842"
"15","3","1","1","links","Optimize","26","243200.57333206356","123954.57114914736"
"1","0","1","1","links","Optimize","26","160258.721882861","137384.00269215662"
"18","6","1","1","links","Optimize","1","15185.46543983524","4491.111480565196"
"8","7","1","1","links","Optimize","46","351911.2338722004","285052.9290485056"
"2","1","1","1","links","Optimize","21","188808.58064227414","129344.17702343516"
"17","5","1","1","links","Optimize","11","106862.6545606294","83001.29015083295"
"6","5","1","1","links","Optimize","25","267159.3122379926","128537.57375322415"
"14","2","1","1","links","Optimize","45","297844.7273597896","183441.75355059275"
"12","0","1","1","links","Optimize","48","212020.95217929117","191052.6549479868"
"16","4","1","1","links","Optimize","15","116481.77822668321","82662.54378651854"
"3","2","1","1","links","Optimize","30","250103.47597778065","212216.95443444693"
"10","9","1","1","links","Optimize","23","200440.53918483213","103062.7440260032"
"1","0","1","1","links","Optimize","27","158074.68028316053","139750.65033169015"
"15","3","1","1","links","Optimize","27","254223.82076710108","123147.07182194057"
"4","3","1","1","links","Optimize","17","174383.7873920013","104486.90334651119"
"7","6","1","1","links","Optimize","21","225511.64079996716","158496.42618360743"
"8","7","1","1","links","Optimize","47","364625.0698473557","285552.8602940535"
"18","6","1","1","links","Optimize","2","25022.635166189033","13889.669503773397"
"12","0","1","1","links","Optimize","49","215669.9525936673","196379.76118455772"
"14","2","1","1","links","Optimize","46","300779.931410937","190422.46032435697"
"16","4","1","1","links","Optimize","16","125426.03043980453","87181.52895327046"
"6","5","1","1","links","Optimize","26","252402.268878006","147951.67183237008"
"17","5","1","1","links","Optimize","12","122686.18568511675","84602.575100565"
"3","2","1","1","links","Optimize","31","253946.94745495467","221343.29199651573"
"1","0","1","1","links","Optimize","28","168479.4096378061","143825.17113996748"
"5","4","1","1","links","Optimize","18","185220.6862502773","121102.83771137435"
"10","9","1","1","links","Optimize","24","213438.77854716964","100206.21756767314"
"15","3","1","1","links","Optimize","28","235330.3433732235","137884.50292119037"
"12","0","1","1","links","Optimize","50","220094.26655912798","201188.49739769532"
"8","7","1","1","links","Optimize","48","375975.6602589481","288051.11645424546"
"18","6","1","1","links","Optimize","3","39281.92186430376","17859.917977369954"
"16","4","1","1","links","Optimize","17","129540.07620764062","91594.86193935768"
"7","6","1","1","links","Optimize","22","240142.0402480231","161743.489554289"
"2","1","1","1","links","Optimize","22","181312.5004478815","139060.33232436152"
